emp_number,surname,user_name,gender,city,job_title,department_name,store_location,division,age,lengthservice,absenthours,business_unit
3703,Gallaher,Donna,F,Vancouver,Meat Cutter,Meats,Vancouver,Stores,41,7,64.49,Stores
3704,Harris,Diane,F,Creston,Meat Cutter,Meats,Cranbrook,Stores,38,5,14.36,Stores
3705,Bell,Ashley,M,Vancouver,Meat Cutter,Meats,Vancouver,Stores,41,5,17.20,Stores
3706,Lindsey,Gaynell,F,Penticton,Produce Clerk,Produce,Kelowna,Stores,33,5,2.73,Stores
3707,Maynard,Johnathon,M,Kelowna,Produce Clerk,Produce,Kelowna,Stores,26,5,0.00,Stores
3708,Thomas,Robert,M,Prince George,Meat Cutter,Meats,Prince George,Stores,33,4,0.00,Stores
3709,Ham,Brian,M,Dawson Creek,Baker,Bakery,Dawson Creek,Stores,49,4,110.43,Stores
3710,Braunstein,Mark,M,Vancouver,Produce Clerk,Produce,Vancouver,Stores,34,7,40.22,Stores
3711,Tamura,Vi,F,White Rock,Shelf Stocker,Processed Foods,White Rock,Stores,45,4,40.99,Stores
3712,Roy,Billie,F,Vancouver,Produce Clerk,Produce,Vancouver,Stores,63,6,201.80,Stores
3713,Vanpelt,Noe,M,Richmond,Meat Cutter,Meats,Richmond,Stores,61,6,140.11,Stores
3714,Alatorre,Jason,M,Little Fort,Produce Clerk,Produce,Kamloops,Stores,23,4,0.00,Stores
3715,Butler,Samuel,M,Port Edward,Produce Clerk,Produce,Terrace,Stores,43,3,37.92,Stores
3716,Powell,Stephanie,F,Aldergrove,Produce Clerk,Produce,Aldergrove,Stores,45,5,104.41,Stores
3717,Hudson,Carol,F,Rutland,Produce Clerk,Produce,Kelowna,Stores,35,3,11.12,Stores
3718,Martinez,Helen,F,Fauquier,Produce Clerk,Produce,Trail,Stores,34,6,29.18,Stores
3719,Ramirez,William,M,Sayward,Produce Clerk,Produce,Nanaimo,Stores,45,6,85.07,Stores
3720,Wigington,James,M,Cranbrook,Meat Cutter,Meats,Cranbrook,Stores,41,5,2.43,Stores
3721,Smith,Lori,F,Richmond,Produce Clerk,Produce,Richmond,Stores,37,4,46.49,Stores
3722,Ford,Richard,M,Haney,Produce Clerk,Produce,Haney,Stores,55,6,111.77,Stores
3723,Pierce,Donald,M,Victoria,Produce Clerk,Produce,Victoria,Stores,52,6,76.13,Stores
3724,Bratcher,Kimberly,F,Victoria,Baker,Bakery,Victoria,Stores,32,2,55.28,Stores
3725,Smith,Jerome,M,Vancouver,Produce Clerk,Produce,Vancouver,Stores,21,4,0.00,Stores
3726,Ellerman,Virginia,F,Cranbrook,Meat Cutter,Meats,Cranbrook,Stores,31,8,10.11,Stores
3727,Hutchison,Kimberly,F,Langley,Produce Clerk,Produce,Langley,Stores,29,3,12.91,Stores
3728,Navarro,Trevor,M,Nanaimo,Produce Clerk,Produce,Nanaimo,Stores,35,5,2.26,Stores
3729,Manning,Ronnie,M,Trail,Produce Clerk,Produce,Trail,Stores,53,7,119.07,Stores
3730,Cranford,Elizabeth,F,Port Alberni,Produce Clerk,Produce,Nanaimo,Stores,54,4,122.66,Stores
3731,Powers,Robin,M,Fairmont Hot Springs,Meat Cutter,Meats,Cranbrook,Stores,61,5,134.62,Stores
3732,Nall,Mildred,F,Victoria,Baker,Bakery,Victoria,Stores,58,7,105.51,Stores
3733,Farmer,Evelyn,F,Avola,Produce Clerk,Produce,Kamloops,Stores,48,3,176.29,Stores
3734,Richards,James,M,Port Coquitlam,Produce Clerk,Produce,Port Coquitlam,Stores,41,3,48.23,Stores
3735,Mosqueda,Debra,F,Victoria,Baker,Bakery,Victoria,Stores,27,2,0.00,Stores
3736,Perez,Andrew,M,Prince George,Meat Cutter,Meats,Prince George,Stores,44,5,61.74,Stores
3737,Conner,Cruz,F,New Westminster,Produce Clerk,Produce,New Westminster,Stores,40,3,74.28,Stores
3738,Thorpe,Richard,M,Vancouver,Meat Cutter,Meats,Vancouver,Stores,27,4,19.18,Stores
3739,Gutierrez,Amy,F,New Westminster,Produce Clerk,Produce,New Westminster,Stores,47,3,131.97,Stores
3740,Wiley,Steven,M,New Westminster,Produce Clerk,Produce,New Westminster,Stores,40,5,59.96,Stores
3741,Anderson,Marion,F,Vancouver,Meat Cutter,Meats,Vancouver,Stores,51,3,109.42,Stores
3742,Allen,Joanne,F,Victoria,Baker,Bakery,Victoria,Stores,37,5,0.00,Stores
3743,Gant,Alphonso,M,Squamish,Produce Clerk,Produce,Squamish,Stores,50,6,55.75,Stores
3744,Rojas,Ilse,F,Salmon Arm,Produce Clerk,Produce,Kamloops,Stores,19,4,0.00,Stores
3745,Hahn,Ricky,M,Oliver,Produce Clerk,Produce,Kelowna,Stores,35,5,0.00,Stores
3746,Colon,Michael,M,Victoria,Produce Clerk,Produce,Victoria,Stores,49,6,64.93,Stores
3747,Manno,Brian,M,Surrey,Produce Clerk,Produce,Surrey,Stores,61,5,129.56,Stores
3748,Muller,Shannon,F,Burnaby,Shelf Stocker,Processed Foods,Burnaby,Stores,35,7,59.32,Stores
3749,Lynn,Lois,F,Oyama,Produce Clerk,Produce,Kelowna,Stores,45,4,70.84,Stores
3750,Rogers,Susan,F,Whistler,Produce Clerk,Produce,Squamish,Stores,37,2,0.51,Stores
3751,Schreiner,Ruth,F,Lake Cowichan,Baker,Bakery,Victoria,Stores,31,5,26.27,Stores
3752,Moore,Keith,M,Richmond,Meat Cutter,Meats,Richmond,Stores,24,4,0.00,Stores
3753,Reed,Ruth,F,Victoria,Produce Clerk,Produce,Victoria,Stores,44,4,45.72,Stores
3754,Platt,Pauline,F,Vancouver,Produce Clerk,Produce,Vancouver,Stores,42,4,79.40,Stores
3755,Christopher,Woodrow,M,Vancouver,Produce Clerk,Produce,Vancouver,Stores,34,3,0.00,Stores
3756,Topping,Gabriel,M,West Vancouver,Meat Cutter,Meats,West Vancouver,Stores,71,6,99.95,Stores
3757,Johnson,Stephanie,F,Grasmere,Meat Cutter,Meats,Cranbrook,Stores,40,6,18.86,Stores
3758,Nelms,Calvin,M,Kamloops,Meat Cutter,Meats,Kamloops,Stores,48,3,63.34,Stores
3759,Casperson,Guillermo,M,Vancouver,Produce Clerk,Produce,Vancouver,Stores,37,6,80.79,Stores
3760,Fink,Arthur,M,Langley,Meat Cutter,Meats,Langley,Stores,35,6,24.99,Stores
3761,Williamson,John,M,Duncan,Produce Clerk,Produce,Quesnel,Stores,43,6,45.63,Stores
3762,Jacob,Tyree,M,New Westminster,Produce Clerk,Produce,New Westminster,Stores,49,3,120.81,Stores
3763,Calhoun,Erin,F,Tappen,Produce Clerk,Produce,Vernon,Stores,43,6,45.73,Stores
3764,Resto,Steven,M,Vancouver,Produce Clerk,Produce,Vancouver,Stores,18,8,0.00,Stores
3765,Newsome,Jennifer,F,West Vancouver,Meat Cutter,Meats,West Vancouver,Stores,50,4,114.12,Stores
3766,Cleghorn,Rick,M,Richmond,Meat Cutter,Meats,Richmond,Stores,57,7,115.26,Stores
3767,Gragg,Barney,M,Vancouver,Meat Cutter,Meats,Vancouver,Stores,37,6,49.02,Stores
3768,Hudson,Ann,F,Prince George,Meat Cutter,Meats,Prince George,Stores,60,8,125.97,Stores
3769,Dixon,Joel,M,Bamfield,Baker,Bakery,Victoria,Stores,44,5,70.97,Stores
3770,Bernier,James,M,Quesnel,Produce Clerk,Produce,Quesnel,Stores,38,3,4.73,Stores
3771,Barclay,Martha,F,Victoria,Produce Clerk,Produce,Victoria,Stores,40,5,67.72,Stores
3772,Stpierre,Janice,F,Salmon Arm,Produce Clerk,Produce,Kamloops,Stores,37,4,55.34,Stores
3773,Devore,Nathan,M,Alkali Lake,Produce Clerk,Produce,Williams Lake,Stores,37,2,5.13,Stores
3774,Smith,Jason,M,New Westminster,Produce Clerk,Produce,New Westminster,Stores,47,3,84.15,Stores
3775,Rodriguez,Edmund,M,Kelowna,Produce Clerk,Produce,Kelowna,Stores,34,5,0.00,Stores
3776,Pena,Keith,M,Vancouver,Produce Clerk,Produce,Vancouver,Stores,36,7,4.49,Stores
3777,Sullivan,David,M,Kelowna,Produce Clerk,Produce,Kelowna,Stores,31,5,2.12,Stores
3778,Hunter,Lauri,F,Ganges,Produce Clerk,Produce,Victoria,Stores,53,5,101.10,Stores
3779,Epperson,Richard,M,Nanaimo,Produce Clerk,Produce,Nanaimo,Stores,33,7,0.00,Stores
3780,Hammer,Joseph,M,Langley,Produce Clerk,Produce,Langley,Stores,34,4,39.09,Stores
3781,Roberts,Mary,F,Duncan,Produce Clerk,Produce,Quesnel,Stores,27,4,0.00,Stores
3782,Driggers,Josefa,F,Manning Park,Produce Clerk,Produce,Chilliwack,Stores,25,6,0.00,Stores
3783,Hill,Keri,F,Surrey,Produce Clerk,Produce,Surrey,Stores,48,6,147.28,Stores
3784,Ruffin,Gilberto,M,Vancouver,Produce Clerk,Produce,Vancouver,Stores,35,5,27.15,Stores
3785,Pace,Bert,M,Burnaby,Shelf Stocker,Processed Foods,Burnaby,Stores,50,3,99.44,Stores
3786,Williams,William,M,Kamloops,Produce Clerk,Produce,Kamloops,Stores,55,2,157.11,Stores
3787,Clifford,Audrey,F,New Westminister,Meat Cutter,Meats,New Westminister,Stores,26,7,0.00,Stores
3788,Grant,Lauren,F,Vancouver,Produce Clerk,Produce,Vancouver,Stores,30,5,0.00,Stores
3789,Rodriguez,Jovita,F,Vancouver,Meat Cutter,Meats,Vancouver,Stores,36,5,75.29,Stores
3790,McDonnell,Ann,F,Surrey,Produce Clerk,Produce,Surrey,Stores,28,7,17.70,Stores
3791,Pineiro,Adam,M,New Westminster,Produce Clerk,Produce,New Westminster,Stores,70,3,196.58,Stores
3792,Quattlebaum,Nina,F,Okanagan Falls,Baker,Bakery,Bella Bella,Stores,38,3,42.03,Stores
3793,Gonzales,Sara,F,Vancouver,Produce Clerk,Produce,Vancouver,Stores,29,8,8.37,Stores
3794,Cane,Richard,M,Boston Bar,Produce Clerk,Produce,Chilliwack,Stores,38,4,31.79,Stores
3795,Bianchi,Marlon,M,Chief Lake,Produce Clerk,Produce,Prince George,Stores,30,6,0.00,Stores
3796,Bradley,Jacquelyn,F,New Westminster,Produce Clerk,Produce,New Westminster,Stores,35,4,37.54,Stores
3797,McBee,Jessie,M,Cassiar,Produce Clerk,Produce,Terrace,Stores,48,4,87.83,Stores
3798,Troyer,Michael,M,Victoria,Baker,Bakery,Victoria,Stores,61,4,154.36,Stores
3799,Wetter,James,M,Vancouver,Meat Cutter,Meats,Vancouver,Stores,42,6,33.37,Stores
3800,Hildebrand,Nicholas,M,Victoria,Produce Clerk,Produce,Victoria,Stores,53,5,116.53,Stores
3801,Norman,Leroy,M,Courtenay,Produce Clerk,Produce,Nanaimo,Stores,45,6,102.30,Stores
3802,Larrick,Blanche,F,Lac La Hache,Produce Clerk,Produce,Williams Lake,Stores,42,6,68.16,Stores
3803,Crenshaw,Stephen,M,Richmond,Produce Clerk,Produce,Richmond,Stores,40,6,74.42,Stores
3804,Mitchell,Josephine,F,Vancouver,Meat Cutter,Meats,Vancouver,Stores,30,2,0.00,Stores
3805,Miller,Tammy,F,Kamloops,Produce Clerk,Produce,Kamloops,Stores,49,3,120.29,Stores
3806,Erickson,Adrianna,F,Coquitlam,Produce Clerk,Produce,Nanaimo,Stores,22,5,0.00,Stores
3807,Wilhelm,Elizabeth,F,Gabriola Island,Produce Clerk,Produce,Vancouver,Stores,35,6,65.67,Stores
3808,Wilber,Laura,F,Kaslo,Produce Clerk,Produce,Cranbrook,Stores,49,3,117.29,Stores
3809,Morris,Angela,F,Victoria,Dairy Person,Dairy,Victoria,Stores,37,7,46.63,Stores
3810,Salinas,Bradley,M,Sidney,Dairy Person,Dairy,Victoria,Stores,47,5,95.72,Stores
3811,Pinkston,Santos,M,Kelowna,Produce Clerk,Produce,Kelowna,Stores,46,6,51.53,Stores
3812,Charron,Chris,M,Richmond,Produce Clerk,Produce,Richmond,Stores,52,4,152.52,Stores
3813,Albrecht,Rhoda,F,Aldergrove,Produce Clerk,Produce,Aldergrove,Stores,54,5,117.41,Stores
3814,McKinney,Deborah,F,Victoria,Produce Clerk,Produce,Victoria,Stores,24,5,26.91,Stores
3815,Ellis,Theresa,F,Langley,Meat Cutter,Meats,Langley,Stores,43,5,91.04,Stores
3816,Henke,Thomas,M,Fruitvale,Produce Clerk,Produce,Kelowna,Stores,51,3,112.80,Stores
3817,Philip,Norma,F,Cortes Island,Baker,Bakery,Cortes Island,Stores,32,3,0.00,Stores
3818,Lee,Oscar,M,New Westminster,Produce Clerk,Produce,New Westminster,Stores,58,4,121.03,Stores
3819,Ward,Rose,F,Hope,Produce Clerk,Produce,Chilliwack,Stores,50,4,104.14,Stores
3820,Franklin,Shelly,F,Vancouver,Produce Clerk,Produce,Vancouver,Stores,24,6,0.00,Stores
3821,Billington,Judy,F,Vancouver,Produce Clerk,Produce,Vancouver,Stores,61,6,145.56,Stores
3822,Cerna,Tyler,M,Lake Cowichan,Dairy Person,Dairy,Victoria,Stores,44,4,96.90,Stores
3823,Burt,Romona,F,New Westminster,Produce Clerk,Produce,New Westminster,Stores,46,3,118.71,Stores
3824,Armstrong,James,M,Vancouver,Produce Clerk,Produce,Vancouver,Stores,34,4,7.70,Stores
3825,Hopkins,Daniel,M,Vancouver,Produce Clerk,Produce,Vancouver,Stores,39,5,31.46,Stores
3826,Gray,Carl,M,Chilliwack,Produce Clerk,Produce,Chilliwack,Stores,40,7,85.48,Stores
3827,Rivera,Ronald,M,Victoria,Dairy Person,Dairy,Victoria,Stores,38,4,10.14,Stores
3828,Culpepper,David,M,Topley,Produce Clerk,Produce,Prince George,Stores,53,2,125.53,Stores
3829,Gonzales,Emma,F,Port Coquitlam,Produce Clerk,Produce,Port Coquitlam,Stores,43,4,93.50,Stores
3830,Barnes,Mary,F,Victoria,Produce Clerk,Produce,Victoria,Stores,69,5,189.82,Stores
3831,Francois,Craig,M,Logan Lake,Produce Clerk,Produce,Kamloops,Stores,48,4,66.48,Stores
3832,Smith,Carol,F,Nanaimo,Produce Clerk,Produce,Nanaimo,Stores,37,5,5.99,Stores
3833,Chambers,James,M,Terrace,Produce Clerk,Produce,Terrace,Stores,33,6,0.00,Stores
3834,Maine,George,M,Vancouver,Meat Cutter,Meats,Vancouver,Stores,43,3,33.99,Stores
3835,Powell,Louis,M,Fort Langley,Produce Clerk,Produce,Langley,Stores,41,5,108.44,Stores
3836,Grant,Aaron,F,Port Coquitlam,Produce Clerk,Produce,Port Coquitlam,Stores,48,6,70.56,Stores
3837,Valenzuela,Hulda,F,Sardis,Produce Clerk,Produce,Chilliwack,Stores,28,5,57.73,Stores
3838,Clark,Steven,M,Kamloops,Produce Clerk,Produce,Kamloops,Stores,19,5,0.00,Stores
3839,Montgomery,Edward,M,Richmond,Produce Clerk,Produce,Richmond,Stores,58,7,128.53,Stores
3840,Sweatt,Jeremy,M,Chilliwack,Produce Clerk,Produce,Chilliwack,Stores,43,7,75.57,Stores
3841,Stringer,Tonya,F,Vancouver,Produce Clerk,Produce,Vancouver,Stores,36,5,24.31,Stores
3842,Carson,Eddie,M,Abbotsford,Meat Cutter,Meats,Abbotsford,Stores,46,7,105.48,Stores
3843,Slaughter,Kim,F,Victoria,Dairy Person,Dairy,Victoria,Stores,29,5,29.89,Stores
3844,Clark,Patricia,F,Fort St John,Produce Clerk,Produce,Fort St John,Stores,21,5,0.00,Stores
3845,Sargent,Doris,F,Kamloops,Produce Clerk,Produce,Kamloops,Stores,28,5,0.00,Stores
3846,Lilly,Manuel,M,Vancouver,Produce Clerk,Produce,Vancouver,Stores,51,4,62.03,Stores
3847,Douglas,John,M,Port Hardy,Produce Clerk,Produce,Nanaimo,Stores,59,4,142.65,Stores
3848,Thompson,Diana,F,Vernon,Produce Clerk,Produce,Vernon,Stores,47,6,97.46,Stores
3849,Newton,Scott,M,Hixon,Produce Clerk,Produce,Prince George,Stores,43,4,62.86,Stores
3850,Ziegler,Leroy,M,Fort Nelson,Customer Service Manager,Customer Service,Fort Nelson,Stores,65,6,141.88,Stores
3851,Roberts,Linda,F,Vancouver,Meat Cutter,Meats,Vancouver,Stores,43,4,48.86,Stores
3852,McClellan,Lea,F,Vancouver,Produce Clerk,Produce,Vancouver,Stores,35,4,0.00,Stores
3853,Blaser,Henry,M,Duncan,Produce Clerk,Produce,Quesnel,Stores,34,4,26.94,Stores
3854,Bell,Melanie,F,Prince George,Produce Clerk,Produce,Prince George,Stores,14,6,0.00,Stores
3855,Johnson,Judith,F,Richmond,Produce Clerk,Produce,Richmond,Stores,35,5,52.92,Stores
3856,Baldwin,Alan,M,Chetwynd,Produce Clerk,Produce,Prince George,Stores,55,7,142.28,Stores
3857,Johnson,Seymour,M,Nanaimo,Produce Clerk,Produce,Nanaimo,Stores,18,3,0.00,Stores
3858,Garren,Claudia,F,Port Hardy,Produce Clerk,Produce,Nanaimo,Stores,67,5,189.84,Stores
3859,Sebastian,Art,M,Kelowna,Produce Clerk,Produce,Kelowna,Stores,48,7,39.28,Stores
3860,Turney,Grace,F,Victoria,Dairy Person,Dairy,Victoria,Stores,32,5,0.00,Stores
3861,Dagostino,Randy,M,Vancouver,Produce Clerk,Produce,Vancouver,Stores,34,7,19.82,Stores
3862,Ortiz,Paul,M,Port Alberni,Produce Clerk,Produce,Nanaimo,Stores,37,4,18.13,Stores
3863,Mills,Vernon,M,Canal Flats,Produce Clerk,Produce,Cranbrook,Stores,28,4,0.00,Stores
3864,Schiavo,Yvonne,F,Whistler,Produce Clerk,Produce,Squamish,Stores,42,5,52.16,Stores
3865,More,James,M,Vernon,Baker,Bakery,Vernon,Stores,47,4,81.12,Stores
3866,Snyder,Eva,F,Ocean Falls,Baker,Bakery,Ocean Falls,Stores,43,4,86.76,Stores
3867,Hoy,Carlos,M,Barriere,Baker,Bakery,Kamloops,Stores,36,4,16.34,Stores
3868,Magill,Lisa,F,West Vancouver,Produce Clerk,Produce,West Vancouver,Stores,31,5,49.58,Stores
3869,Marsh,Philip,M,Houston,Produce Clerk,Produce,Terrace,Stores,43,3,37.63,Stores
3870,Reeder,Clinton,M,Richmond,Produce Clerk,Produce,Richmond,Stores,54,5,116.32,Stores
3871,Berry,Angie,F,Fort Nelson,Meat Cutter,Meats,Fort Nelson,Stores,37,6,27.04,Stores
3872,Schrader,Jean,F,Vancouver,Produce Clerk,Produce,Vancouver,Stores,59,3,91.80,Stores
3873,Hardiman,Sarah,F,Surrey,Produce Clerk,Produce,Surrey,Stores,39,5,77.27,Stores
3874,Boyd,Patricia,F,Vancouver,Produce Clerk,Produce,Vancouver,Stores,24,4,0.00,Stores
3875,Lee,Jean,F,Langley,Produce Clerk,Produce,Langley,Stores,33,6,43.49,Stores
3876,Navarro,Kevin,M,Kelowna,Produce Clerk,Produce,Kelowna,Stores,44,5,59.25,Stores
3877,Cashin,John,M,Victoria,Dairy Person,Dairy,Victoria,Stores,46,5,13.52,Stores
3878,Lee,Vincent,M,Burnaby,Shelf Stocker,Processed Foods,Burnaby,Stores,44,4,30.52,Stores
3879,Kimbrough,Alma,F,Burnaby,Shelf Stocker,Processed Foods,Burnaby,Stores,41,6,57.90,Stores
3880,Berg,Diane,F,Victoria,Dairy Person,Dairy,Victoria,Stores,41,8,82.78,Stores
3881,Belgrave,Sonia,F,Fort Langley,Produce Clerk,Produce,Langley,Stores,42,5,42.73,Stores
3882,Adams,Robert,M,Burnaby,Shelf Stocker,Processed Foods,Burnaby,Stores,33,2,0.00,Stores
3883,Rowe,Robert,M,Ganges,Dairy Person,Dairy,Victoria,Stores,43,7,50.45,Stores
3884,Sasso,Dorothy,F,Victoria,Dairy Person,Dairy,Victoria,Stores,54,3,142.62,Stores
3885,Snell,Shelia,F,Victoria,Produce Clerk,Produce,Victoria,Stores,29,5,0.00,Stores
3886,Kim,James,M,Williams Lake,Produce Clerk,Produce,Williams Lake,Stores,25,4,0.00,Stores
3887,Basile,Thaddeus,M,Cranbrook,Produce Clerk,Produce,Cranbrook,Stores,50,5,72.31,Stores
3888,Metcalf,Joe,M,Nanaimo,Produce Clerk,Produce,Nanaimo,Stores,45,9,60.14,Stores
3889,Toney,Isaac,M,Richmond,Produce Clerk,Produce,Richmond,Stores,39,2,69.60,Stores
3890,Stockwell,Donald,M,Vancouver,Meat Cutter,Meats,Vancouver,Stores,45,3,83.42,Stores
3891,Young,Anthony,M,Surrey,Produce Clerk,Produce,Surrey,Stores,42,6,27.23,Stores
3892,Larson,Jami,F,Horsefly,Produce Clerk,Produce,Prince George,Stores,44,5,107.98,Stores
3893,McCary,Meaghan,F,Giscome,Produce Clerk,Produce,Prince George,Stores,47,5,80.24,Stores
3894,Long,Louise,F,Vancouver,Produce Clerk,Produce,Vancouver,Stores,45,3,80.91,Stores
3895,Smith,Jacqueline,F,Victoria,Dairy Person,Dairy,Victoria,Stores,44,4,63.42,Stores
3896,Thigpen,Adam,M,Kelowna,Produce Clerk,Produce,Kelowna,Stores,43,0,62.91,Stores
3897,Harper,Sharon,F,Victoria,Dairy Person,Dairy,Victoria,Stores,40,4,15.42,Stores
3898,Bennett,Rachel,F,Trail,Produce Clerk,Produce,Trail,Stores,23,5,0.00,Stores
3899,Harton,Lynn,F,Prince George,Produce Clerk,Produce,Prince George,Stores,45,2,26.26,Stores
3900,Penaloza,Evelyn,F,Merritt,Baker,Bakery,Kamloops,Stores,35,4,0.00,Stores
3901,Middleton,Dawn,F,Port Coquitlam,Baker,Bakery,Port Coquitlam,Stores,37,3,40.16,Stores
3902,Johnson,Harold,M,Surrey,Meat Cutter,Meats,Surrey,Stores,48,6,63.53,Stores
3903,Emig,Lynda,F,Prince George,Produce Clerk,Produce,Prince George,Stores,37,5,15.17,Stores
3904,McDonald,Darryl,M,Montney,Produce Clerk,Produce,Fort St John,Stores,34,3,0.00,Stores
3905,Meza,Jefferson,M,Cache Creek,Produce Clerk,Produce,Kamloops,Stores,43,4,55.63,Stores
3906,Mosher,Sharon,F,Vancouver,Produce Clerk,Produce,Vancouver,Stores,39,3,60.45,Stores
3907,Epp,Jose,M,Vancouver,Produce Clerk,Produce,Vancouver,Stores,30,4,0.00,Stores
3908,Glatt,Kevin,M,Flatrock,Produce Clerk,Produce,Fort St John,Stores,37,6,0.00,Stores
3909,Weakley,James,M,Burnaby,Shelf Stocker,Processed Foods,Burnaby,Stores,31,4,0.00,Stores
3910,King,Willie,F,Smithers,Baker,Bakery,Terrace,Stores,39,2,73.73,Stores
3911,Williams,Daniel,M,Port Mcneill,Produce Clerk,Produce,Nanaimo,Stores,35,5,22.04,Stores
3912,Becton,Grace,F,Vancouver,Produce Clerk,Produce,Vancouver,Stores,40,7,5.29,Stores
3913,Smith,Megan,F,Victoria,Dairy Person,Dairy,Victoria,Stores,47,4,98.86,Stores
3914,Nichols,James,M,Kimberley,Produce Clerk,Produce,Cranbrook,Stores,34,7,0.48,Stores
3915,Anderson,Kendrick,M,Abbotsford,Shelf Stocker,Processed Foods,Abbotsford,Stores,49,6,48.71,Stores
3916,Green,Roger,M,Chilliwack,Produce Clerk,Produce,Chilliwack,Stores,55,6,96.57,Stores
3917,Jackson,Jacqueline,F,Castlegar,Produce Clerk,Produce,Trail,Stores,17,4,0.00,Stores
3918,Green,James,M,Vancouver,Produce Clerk,Produce,Vancouver,Stores,20,6,0.00,Stores
3919,Robinson,Rose,F,Surrey,Produce Clerk,Produce,Surrey,Stores,38,5,27.62,Stores
3920,Milton,William,M,Surrey,Produce Clerk,Produce,Surrey,Stores,49,4,67.22,Stores
3921,Jenkins,Kathryn,F,Comox,Produce Clerk,Produce,Nanaimo,Stores,43,1,68.37,Stores
3922,Primus,Gladys,F,Vancouver,Meat Cutter,Meats,Vancouver,Stores,41,5,58.08,Stores
3923,Brower,Dana,M,New Westminster,Produce Clerk,Produce,New Westminster,Stores,50,3,109.70,Stores
3924,Campbell,Kathy,F,Chilliwack,Produce Clerk,Produce,Chilliwack,Stores,45,4,105.38,Stores
3925,McGill,Dorothy,F,Vancouver,Produce Clerk,Produce,Vancouver,Stores,44,3,55.14,Stores
3926,Scroggins,Lisa,F,New Westminster,Produce Clerk,Produce,New Westminster,Stores,43,6,66.79,Stores
3927,McNish,William,M,Duncan,Produce Clerk,Produce,Quesnel,Stores,31,4,0.00,Stores
3928,Southerland,Catherine,F,Vancouver,Produce Clerk,Produce,Vancouver,Stores,28,7,0.00,Stores
3929,Gregory,Alissa,F,Langley,Produce Clerk,Produce,Langley,Stores,62,3,168.47,Stores
3930,Gustafson,Carey,F,New Westminster,Produce Clerk,Produce,New Westminster,Stores,25,6,0.00,Stores
3931,Plant,Stephen,M,Richmond,Produce Clerk,Produce,Richmond,Stores,54,2,121.95,Stores
3932,Seymour,Tina,F,Victoria,Produce Clerk,Produce,Victoria,Stores,53,5,102.09,Stores
3933,Brennen,China,F,Fort Fraser,Produce Clerk,Produce,Prince George,Stores,41,5,77.17,Stores
3934,Whitehead,Denise,F,Ladysmith,Dairy Person,Dairy,Victoria,Stores,63,4,198.39,Stores
3935,Brown,Susan,F,Vancouver,Meat Cutter,Meats,Vancouver,Stores,41,6,55.54,Stores
3936,Rojas,Angela,F,New Westminster,Produce Clerk,Produce,New Westminster,Stores,42,3,74.50,Stores
3937,Cortez,Rose,F,Whistler,Produce Clerk,Produce,Squamish,Stores,46,4,102.60,Stores
3938,Fry,James,M,Victoria,Dairy Person,Dairy,Victoria,Stores,49,5,107.97,Stores
3939,Loyd,Barbara,F,Fort Langley,Produce Clerk,Produce,Langley,Stores,27,7,0.00,Stores
3940,Mullen,Edward,M,Ocean Falls,Dairy Person,Dairy,Ocean Falls,Stores,48,5,48.33,Stores
3941,Martin,Angela,F,Nanaimo,Produce Clerk,Produce,Nanaimo,Stores,53,5,125.96,Stores
3942,Bishop,Laura,F,Surrey,Meat Cutter,Meats,Surrey,Stores,63,3,184.51,Stores
3943,Baker,Lee,M,Vancouver,Produce Clerk,Produce,Vancouver,Stores,43,3,31.87,Stores
3944,Merlino,Peter,M,Richmond,Produce Clerk,Produce,Richmond,Stores,38,6,54.05,Stores
3945,Valdez,Carla,F,Vancouver,Produce Clerk,Produce,Vancouver,Stores,49,4,129.14,Stores
3946,Conner,Robert,M,Spillimacheen,Produce Clerk,Produce,Kelowna,Stores,51,3,58.29,Stores
3947,Smith,Jodi,F,Langley,Produce Clerk,Produce,Langley,Stores,51,3,103.61,Stores
3948,Lawrence,Linda,F,Victoria,Dairy Person,Dairy,Victoria,Stores,32,2,30.80,Stores
3949,Childers,Rene,M,Richmond,Produce Clerk,Produce,Richmond,Stores,61,4,141.38,Stores
3950,Mullins,Vivian,F,Nelson,Meat Cutter,Meats,Nelson,Stores,50,4,90.47,Stores
3951,Garza,Edna,F,Vancouver,Produce Clerk,Produce,Vancouver,Stores,56,4,131.51,Stores
3952,Choy,Lynda,F,Victoria,Dairy Person,Dairy,Victoria,Stores,50,4,95.74,Stores
3953,Moore,Leon,M,Surrey,Produce Clerk,Produce,Surrey,Stores,28,6,0.00,Stores
3954,Michael,Jared,M,Prince George,Produce Clerk,Produce,Prince George,Stores,46,5,79.84,Stores
3955,Ibarra,Arturo,M,Dease Lake,Cashier,Customer Service,Dease Lake,Stores,44,5,5.42,Stores
3956,Green,Heather,F,Vernon,Baker,Bakery,Vernon,Stores,45,5,108.44,Stores
3957,Baran,Lucille,F,Hazelton,Baker,Bakery,Terrace,Stores,50,6,76.09,Stores
3958,Ayers,Ruby,F,Crawford Bay,Produce Clerk,Produce,Cranbrook,Stores,54,6,134.21,Stores
3959,Allred,William,M,Gabriola Island,Meat Cutter,Meats,Vancouver,Stores,39,3,40.75,Stores
3960,Lawson,Mary,F,Burnaby,Produce Clerk,Produce,Burnaby,Stores,39,7,47.89,Stores
